STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/31/2005,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/1/2005,,63,72,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/2/2005,0,65,74,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/3/2005,,63,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/4/2005,,66,70,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/5/2005,,67,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/6/2005,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/7/2005,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/8/2005,,65,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/9/2005,,64,72,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/10/2005,,66,72,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/11/2005,,67,72,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/12/2005,,65,71,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/13/2005,,64,70,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/14/2005,,64,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/15/2005,,66,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/16/2005,,64,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/17/2005,,61,71,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/18/2005,,64,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/19/2005,0.02,64,75,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/20/2005,0,65,73,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/21/2005,0.16,63,,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/22/2005,0.03,60,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/23/2005,0,61,70,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/24/2005,,64,74,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/25/2005,,64,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/26/2005,,65,80,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/27/2005,,67,79,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/28/2005,,71,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/29/2005,,68,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/30/2005,,65,,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/1/2005,,66,78,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/2/2005,,65,77,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/3/2005,,64,71,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/4/2005,,66,,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/5/2005,,65,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/6/2005,,63,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/7/2005,,62,,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/8/2005,,62,71,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/9/2005,,62,71,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/10/2005,,60,,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/11/2005,,62,72,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/12/2005,,63,70,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/13/2005,,62,73,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/14/2005,,58,68,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/15/2005,,61,69,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/16/2005,0.04,62,,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/17/2005,0,58,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/18/2005,,55,69,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/19/2005,,57,69,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/20/2005,,58,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/21/2005,,58,63,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/22/2005,,54,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/23/2005,,54,,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/24/2005,,53,56,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/25/2005,,55,59,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/26/2005,,53,60,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/27/2005,,53,64,41
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/28/2005,,57,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/29/2005,,57,,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/30/2005,,60,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/31/2005,,61,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/1/2006,,62,,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/2/2006,,62,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/3/2006,,62,69,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/4/2006,,63,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/5/2006,,60,70,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/6/2006,,59,,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/7/2006,,59,67,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/8/2006,,61,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/9/2006,,58,63,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/10/2006,0.12,53,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/11/2006,0.83,54,,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/12/2006,0.31,51,56,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/13/2006,0,52,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/14/2006,0.12,50,58,43
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/15/2006,0.59,54,62,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/16/2006,0.04,53,,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/17/2006,0.55,54,61,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/18/2006,0.12,54,,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/19/2006,0,53,65,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/20/2006,,57,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/21/2006,,56,62,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/22/2006,,56,63,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/23/2006,,59,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/24/2006,,56,,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/25/2006,,55,61,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/26/2006,,53,,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/27/2006,0.08,54,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/28/2006,0,54,62,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/29/2006,,57,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/30/2006,,56,62,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/31/2006,,55,65,43
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/1/2006,,54,62,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/2/2006,,58,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/3/2006,,58,,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/4/2006,,57,,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/5/2006,,57,69,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/6/2006,,58,73,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/7/2006,,57,68,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/8/2006,,52,,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/9/2006,,54,62,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/10/2006,,54,64,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/11/2006,,54,65,41
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/12/2006,,59,70,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/13/2006,,58,64,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/14/2006,,55,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/15/2006,0.12,52,58,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/16/2006,0.08,53,59,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/17/2006,0,53,62,43
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/18/2006,,55,,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/19/2006,,59,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/20/2006,,59,66,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/21/2006,,61,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/22/2006,,60,67,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/23/2006,,59,70,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/24/2006,,64,80,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/25/2006,,62,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/26/2006,,60,,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/27/2006,,59,72,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/28/2006,,62,76,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/1/2006,,61,69,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/2/2006,,60,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/3/2006,,64,78,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/4/2006,,63,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/5/2006,,59,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/6/2006,,58,70,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/7/2006,,63,79,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/8/2006,,59,63,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/9/2006,,55,61,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/10/2006,,57,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/11/2006,,56,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/12/2006,,61,,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/13/2006,,60,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/14/2006,,58,,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/15/2006,,61,67,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/16/2006,,58,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/17/2006,,58,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/18/2006,,60,,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/19/2006,,60,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/20/2006,,64,81,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/21/2006,,64,71,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/22/2006,,65,82,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/23/2006,,70,91,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/24/2006,,64,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/25/2006,,63,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/26/2006,,62,68,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/27/2006,,62,68,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/28/2006,,62,67,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/29/2006,,61,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/30/2006,,65,,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/31/2006,,63,73,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/1/2006,0.12,63,68,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/2/2006,0,64,,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/3/2006,,67,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/4/2006,,65,70,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/5/2006,,63,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/6/2006,,63,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/7/2006,,66,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/8/2006,,67,90,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/9/2006,,65,,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/10/2006,,63,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/11/2006,,63,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/12/2006,,65,79,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/13/2006,,71,86,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/14/2006,,69,79,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/15/2006,,65,,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/16/2006,,65,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/17/2006,,66,72,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/18/2006,,68,80,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/19/2006,,73,92,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/20/2006,,66,79,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/21/2006,,67,80,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/22/2006,,72,86,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/23/2006,,67,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/24/2006,,67,72,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/25/2006,,67,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/26/2006,,67,74,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/27/2006,,67,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/28/2006,,74,90,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/29/2006,,69,76,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/30/2006,,68,,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/1/2006,,67,76,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/2/2006,,67,76,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/3/2006,,67,72,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/4/2006,,67,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/5/2006,,67,73,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/6/2006,,73,85,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/7/2006,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/8/2006,,66,71,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/9/2006,,66,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/10/2006,,67,73,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/11/2006,,67,78,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/12/2006,,70,81,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/13/2006,,74,90,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/14/2006,,70,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/15/2006,,68,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/16/2006,,70,76,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/17/2006,,70,,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/18/2006,,70,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/19/2006,,67,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/20/2006,,70,,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/21/2006,,71,78,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/22/2006,,72,80,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/23/2006,,72,,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/24/2006,,75,84,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/25/2006,,75,82,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/26/2006,,77,85,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/27/2006,,75,,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/28/2006,,74,80,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/29/2006,,74,81,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/30/2006,,75,,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/31/2006,,76,88,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/1/2006,,76,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/2/2006,,80,94,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/3/2006,,81,92,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/4/2006,,79,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/5/2006,,78,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/6/2006,,77,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/7/2006,,76,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/8/2006,,75,80,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/9/2006,,75,80,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/10/2006,,74,79,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/11/2006,,74,81,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/12/2006,,75,80,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/13/2006,,78,93,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/14/2006,,76,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/15/2006,,75,80,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/16/2006,,75,81,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/17/2006,,76,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/18/2006,,77,83,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/19/2006,,77,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/20/2006,,78,84,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/21/2006,,79,85,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/22/2006,,79,87,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/23/2006,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/24/2006,,81,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/25/2006,,80,90,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/26/2006,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/27/2006,,79,85,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/28/2006,,80,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/29/2006,,80,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/30/2006,,80,87,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/1/2006,,81,87,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/2/2006,,81,90,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/3/2006,,82,93,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/4/2006,,80,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/5/2006,,80,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/6/2006,,79,84,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/7/2006,,79,85,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/8/2006,,79,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/9/2006,,78,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/10/2006,,79,89,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/11/2006,,85,,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/12/2006,,80,85,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/13/2006,,80,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/14/2006,,80,87,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/15/2006,,80,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/16/2006,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/17/2006,,80,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/18/2006,,80,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/19/2006,,79,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/20/2006,,78,84,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/21/2006,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/22/2006,,77,84,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/23/2006,,78,85,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/24/2006,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/25/2006,,79,85,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/26/2006,,81,87,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/27/2006,,81,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/28/2006,,80,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/29/2006,,82,88,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/30/2006,,82,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/31/2006,,81,,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/1/2006,,81,89,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/2/2006,,81,88,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/3/2006,,82,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/4/2006,,82,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/5/2006,,80,86,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/6/2006,,80,86,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/7/2006,,81,88,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/8/2006,,81,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/9/2006,,79,87,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/10/2006,,80,87,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/11/2006,,83,98,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/12/2006,,82,87,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/13/2006,,81,86,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/14/2006,,82,87,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/15/2006,,84,89,80
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/16/2006,,83,90,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/17/2006,,83,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/18/2006,,83,88,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/19/2006,,83,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/20/2006,,83,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/21/2006,,84,90,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/22/2006,,85,93,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/23/2006,,84,91,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/24/2006,,83,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/25/2006,,83,,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/26/2006,,82,88,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/27/2006,,82,90,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/28/2006,,85,99,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/29/2006,,83,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/30/2006,,81,87,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/31/2006,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/1/2006,,82,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/2/2006,,80,85,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/3/2006,,79,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/4/2006,,80,85,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/5/2006,,80,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/6/2006,,78,86,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/7/2006,,78,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/8/2006,,80,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/9/2006,,80,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/10/2006,,82,92,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/11/2006,,81,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/12/2006,,80,84,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/13/2006,,79,84,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/14/2006,,79,83,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/15/2006,,78,83,75
